person_id,name,character,role
560735,Ferdoos Mohammed,Ragab's Mother,ACTOR
152472,Husain Reyadh,Mamdouh's father,ACTOR
173191,Youssef Chahine,,DIRECTOR
479396,Maroun Bagdadi,,DIRECTOR
173252,Shammi Kapoor,Shyam,ACTOR
150319,Padmini,Lata,ACTOR
550685,Maria Menado,Maria,ACTOR
132270,Shashikala,Shobha,ACTOR
222315,Agha,Cha Choo,ACTOR
222342,Shakti Samanta,,DIRECTOR
11472,Graham Chapman,Various Characters,ACTOR
1549,John Cleese,Various Characters,ACTOR
11474,Eric Idle,Various Characters,ACTOR
11475,Terry Jones,Various Characters,ACTOR
11476,Michael Palin,Various Characters,ACTOR
16383,Ian MacNaughton,,DIRECTOR
216804,Ezzat El Alaili,,ACTOR
592619,Mireille Maalouf,,ACTOR
339953,Joseph Bou Nassar,,ACTOR
943833,Philippe Akiki,,ACTOR
943835,Ahmed Al Zain,,ACTOR
479396,Maroun Bagdadi,,DIRECTOR
530826,Mahmoud el-Meliguy,Madbouli,ACTOR
557940,Hoda Soltan,,ACTOR
225934,Shukri Sarhan,Tolba,ACTOR
534050,Soheir El-Morshidy,Fatma,ACTOR
391527,Hesham Selim,Ibrahim,ACTOR
744938,Majida El Roumi,Tafida,ACTOR
676484,Ali El Sherif,,ACTOR
1095845,Rajaa Hussain,,ACTOR
524174,Sid Ali Kouiret,,ACTOR
744936,Ali Mahrez,,ACTOR
323651,Ahmad Bedir,,ACTOR
173191,Youssef Chahine,,DIRECTOR
867952,Mahendra Sandhu,,ACTOR
20201,Danny Denzongpa,,ACTOR
69039,Jagdeep,,ACTOR
524849,Faryal,,ACTOR
460070,Padma Khanna,,ACTOR
66223,Asit Sen,Julie's father,ACTOR
618228,Karan Dewan,,ACTOR
222315,Agha,,ACTOR
497329,Murad,,ACTOR
727227,Sabina,,ACTOR
549933,Mohammed Hussain,,DIRECTOR
1682144,Suhail Tatari,,DIRECTOR
218950,Mala Sinha,Chabeli,ACTOR
173252,Shammi Kapoor,Ramu,ACTOR
64409,Raaj Kumar,Kalu,ACTOR
515741,Leela Chitnis,Ramu's Mother,ACTOR
64411,Kumkum,Kammo,ACTOR
434350,Dhumal,Bhulo,ACTOR
216444,Tun Tun,,ACTOR
64529,Asrani,,ACTOR
1945610,Suresh,,ACTOR
2434209,Nadia Tueni,,ACTOR
479396,Maroun Bagdadi,,DIRECTOR
522301,A. Salaam,,DIRECTOR
518321,Uttam Kumar,,ACTOR
522302,Sulakshana Pandit,,ACTOR
132302,Utpal Dutt,,ACTOR
906104,Alo Sarkar,,DIRECTOR
32954,Jerry Seinfeld,Jerry Seinfeld,ACTOR
12464,Jason Alexander,George Costanza,ACTOR
43320,Michael Richards,Cosmo Kramer,ACTOR
12018,Julia Louis-Dreyfus,Elaine Benes,ACTOR
5313,Ray Liotta,Henry Hill,ACTOR
3748,Robert De Niro,James Conway,ACTOR
9438,Joe Pesci,Tommy DeVito,ACTOR
9439,Lorraine Bracco,Karen Hill,ACTOR
8280,Paul Sorvino,Paul Cicero,ACTOR
9441,Frank Sivero,Frankie Carbone,ACTOR
9443,Tony Darrow,Sonny Bunz,ACTOR
6329,Mike Starr,Frenchy,ACTOR
9444,Frank Vincent,Billy Batts,ACTOR
9440,Chuck Low,Morris Kessler,ACTOR
9442,Frank DiLeo,Tuddy Cicero,ACTOR
507403,Henny Youngman,Himself,ACTOR
9448,Gina Mastrogiacomo,Janice Rossi,ACTOR
9446,Catherine Scorsese,Tommy's Mother,ACTOR
9451,Charles Scorsese,Vinnie,ACTOR
9447,Suzanne Shepherd,Karen's Mother,ACTOR
9449,Debi Mazar,Sandy,ACTOR
9453,Margo Winkler,Belle Kessler,ACTOR
4103,Welker White,Lois Byrd,ACTOR
9454,Jerry Vale,Himself,ACTOR
9455,Julie Garfield,Mickey Conway,ACTOR
53404,Christopher Serrone,Young Henry,ACTOR
9456,Elaine Kagan,Henry's Mother,ACTOR
9457,Beau Starr,Henry's Father,ACTOR
6693,Kevin Corrigan,Michael Hill,ACTOR
9450,Michael Imperioli,Spider,ACTOR
758896,Robbie Vinton,Bobby  Vinton,ACTOR
9034,Johnny Williams,Johnny Roastbeef,ACTOR
9458,Daniel P. Conte,Dr. Dan,ACTOR
9459,Tony Conforti,Tony,ACTOR
598816,Frank Pellegrino,Johnny Dio,ACTOR
9461,Ronald Maccone,Ronnie,ACTOR
9462,Tony Sirico,Tony Stacks,ACTOR
9463,Joseph D'Onofrio,Young Tommy,ACTOR
758894,Steve Forleo,City Detective #1,ACTOR
29074,Richard Dioguardi,City Detective #2,ACTOR
9445,Frank Adonis,Anthony Stabile,ACTOR
758851,John Manca,Nickey Eyes,ACTOR
758804,Joseph Bono,Mikey Franzese,ACTOR
9465,Katherine Wallach,Diane,ACTOR
64226,Mark Evan Jacobs,Bruce,ACTOR
9464,Angela Pietropinto,Cicero's Wife,ACTOR
9467,Marianne Leone Cooper,Tuddy's Wife,ACTOR
758806,Marie Michaels,Mrs. Carbone,ACTOR
758809,LoNardo,Frenchy's Wife,ACTOR
9466,Melissa Prophet,Angie,ACTOR
9452,Illeana Douglas,Rosie,ACTOR
9468,Susan Varon,Susan,ACTOR
9469,Elizabeth Whitcraft,Tommy's Girlfriend,ACTOR
9470,Clem Caserta,Joe Buddha,ACTOR
1852,Samuel L. Jackson,Stacks Edwards,ACTOR
186625,Fran McGee,Johnny Roastbeef's Wife,ACTOR
5684,Paul Herman,Dealer,ACTOR
758907,Edward McDonald,Edward McDonald,ACTOR
758899,Edward Hayes,Defense Attorney,ACTOR
758856,Gina Mattia,Young Henry's Sister #2,ACTOR
758854,Joel Calendrillo,Young Henry's Older Brother,ACTOR
758860,Anthony Valentin,Young Michael,ACTOR
9471,Edward D. Murphy,Liquor Cop #1,ACTOR
9472,Michael Citriniti,Liquor Cop #2,ACTOR
9473,Peter Hock,Mailman,ACTOR
758909,Erasmus C. Alfano,Barbeque Wiseguy,ACTOR
9475,John Di Benedetto,Bleeding Man,ACTOR
9474,Manny Alfaro,Gambling Doorman,ACTOR
758863,Thomas Lowry,Hijacked Driver,ACTOR
9476,Margaret Smith,School Guard,ACTOR
758811,Richard Mullally,Cop #1,ACTOR
9477,Frank Albanese,Mob Lawyer,ACTOR
489798,Paul McIsaac,Judge - 1956,ACTOR
397785,Bob Golub,Truck Driver at Diner,ACTOR
9478,Louis Eppolito,Fat Andy,ACTOR
9480,Tony Lip,Frankie The Wop,ACTOR
758867,Mikey Black,Freddy No Nose,ACTOR
758865,Peter Cicale,Pete The Killer,ACTOR
718520,Anthony Powers,Jimmy Two Times,ACTOR
9482,Vincent Pastore,Man with Coatrack,ACTOR
9479,Anthony Alessandro,Henry's 60's crew,ACTOR
9481,Victor Colicchio,Henry's 60's crew,ACTOR
758812,Mike Contessa,Cicero 60's Crew,ACTOR
9483,Philip Suriano,Cicero's 60's crew,ACTOR
758814,Paul Mougey,Terrorized Waiter,ACTOR
758815,Norman Barbera,Bouncer,ACTOR
758816,Anthony Polemeni,Copa Captain,ACTOR
9484,James Quattrochi,Henry Greeter #1,ACTOR
9485,Lawrence Sacco,Henry Greeter #2,ACTOR
511667,Dino Laudicina,Henry Greeter #3,ACTOR
758934,Irving Welzer,Copa Announcer,ACTOR
758941,Jesse Kirtzman,Beach Club Waiter,ACTOR
758871,Russell Halley,Bruce's Brother #1,ACTOR
758872,Spencer Bradley,Bruce's Brother #2,ACTOR
758817,Bob Altman,Karen's Dad,ACTOR
758819,Joanna Bennett,Marie #1,ACTOR
758820,Gayle Lewis,Marie #2,ACTOR
644723,Gaetano Lisi,Paul #3,ACTOR
758821,Luke Walter,Truck Driver,ACTOR
758823,Ed Deacy,Detective Deacy,ACTOR
758822,Larry Silvestri,Detective Silvestri,ACTOR
9487,John 'Cha Cha' Ciarcia,Batts' Crew #1,ACTOR
758824,Vito Picone,Vito,ACTOR
662606,Janis Corsair,Vito's Girlfriend,ACTOR
1666492,Lisa D’Apolito,Lisa,ACTOR
9486,Frank Aquilino,Batt's Crew #2,ACTOR
9488,Vito Antuofermo,Prizefighter,ACTOR
9489,Vincent Gallo,Henry's 70's Crew,ACTOR
716154,Gaetano LoGiudice,Henry's 70's Crew,ACTOR
4149,Garry Pastore,Henry's 70's Crew,ACTOR
9490,Nicole Burdette,Carbone's Girlfriend,ACTOR
9491,Stella Keitel,Henry's Older Child - Judy,ACTOR
758952,Dominique DeVito,Henry's Baby - Ruth,ACTOR
758953,Michaelangelo Graziano,Bar Patron,ACTOR
758954,Paula Kcira,Janice's Girlfriend #1,ACTOR
758955,Nadine Kay,Janoce's Girlfriend #2,ACTOR
758827,Tony Ellis,Bridal Shop Owner,ACTOR
9492,Peter Onorati,Florida Bookie,ACTOR
750412,Jamie deRoy,Bookie's Sister,ACTOR
758873,Joel Blake,Judge - 1971,ACTOR
758874,H. Clay Dear,Security Guard with Lobsters,ACTOR
758877,Thomas Hewson,Drug Buyer,ACTOR
9493,Gene Canfield,Prison Guard in Booth,ACTOR
758830,Margaux Guerard,Judy Hill at 10 Years,ACTOR
758825,Violet Gaynor,Ruth Hill at 8 Years,ACTOR
9265,Tobin Bell,Parole Officer,ACTOR
9494,Berlinda Tolbert,Stacks' Girlfriend,ACTOR
9495,Nancy Cassaro,Joe Buddha's Wife,ACTOR
758834,Adam Wandt,Kid,ACTOR
758829,Joe Gioco,Garbage Man,ACTOR
9496,Isiah Whitlock Jr.,Doctor,ACTOR
758833,Alyson Jones,Judy Hill at 13 Years,ACTOR
758835,Ruby Gaynor,Ruth Hill at 11 Years,ACTOR
4087,Bo Dietl,Arresting Narc,ACTOR
9500,Frank Cassini,50's Wiseguy (uncredited),ACTOR
9499,Anthony Caso,Truck Hijacker (uncredited),ACTOR
598815,Lisa Bostnar,Nickey Eyes' Girlfriend (uncredited),ACTOR
9507,Billy L. Sullivan,Jimmy's Son (uncredited),ACTOR
1106134,Daniela Barbosa,Young Henry's Sister #1,ACTOR
3308,Martin Scorsese,,DIRECTOR
11091,Matthew Modine,Pvt. Joker,ACTOR
4704,Adam Baldwin,Animal Mother,ACTOR
6432,Vincent D'Onofrio,Pvt. Pyle,ACTOR
6647,R. Lee Ermey,Gny. Sgt. Hartman,ACTOR
32851,Dorian Harewood,Eightball,ACTOR
17675,Arliss Howard,Pvt. Cowboy,ACTOR
24205,Kevyn Major Howard,Rafterman,ACTOR
1314,Ed O'Ross,Lt. Touchdown,ACTOR
62513,John Terry,Lt. Lockhart,ACTOR
11655,Bruce Boa,Poge Colonel,ACTOR
205944,Kieron Jecchinis,Crazy Earl,ACTOR
28624,Jon Stafford,Doc Jay,ACTOR
126879,Tim Colceri,Doorgunner,ACTOR
90057,Peter Edmund,Snowball,ACTOR
32191,Kirk Taylor,Payback,ACTOR
50869,Ian Tyler,Lt. Cleves,ACTOR
207528,Gary Landon Mills,Donlon,ACTOR
112301,Sal Lopez,T.H.E. Rock,ACTOR
11743,Papillon Soo,Da Nang Hooker,ACTOR
207531,Ngoc Le,VC Sniper,ACTOR
207535,Tan Hung Francione,ARVN Pimp,ACTOR
182569,Marcus D'Amico,Hand Job,ACTOR
207536,Costas Dino Chimona,Chili,ACTOR
207532,Keith Hodiak,Daddy D.A.,ACTOR
207533,Peter Merrill,TV Journalist,ACTOR
598789,Herbert Norville,Daytona Dave,ACTOR
479173,Gil Kopel,Stork,ACTOR
207529,Philip Bailey,Parris Island Recruit and Vietnam Platoon,ACTOR
1876841,Robert E. Hartenberger,Parris Island Recruit and Vietnam Platoon,ACTOR
44991,Steve Hudson,Parris Island Recruit and Vietnam Platoon,ACTOR
207530,John Curtis,Parris Island Recruit and Vietnam Platoon,ACTOR
93627,Chris Maybach,Parris Island Recruit and Vietnam Platoon,ACTOR
207363,Gary Smith,Parris Island Recruit and Vietnam Platoon,ACTOR
207364,Michael Anthony Williams,Parris Island Recruit and Vietnam Platoon,ACTOR
207365,John Wilson,Parris Island Recruit and Vietnam Platoon,ACTOR
784634,Tony Carey,Parris Island Recruit and Vietnam Platoon,ACTOR
207366,Vivian Kubrick,News Camera Operator at Mass Grave (uncredited),ACTOR
21108,Stanley Kubrick,Murphy (voice) (uncredited),ACTOR
46486,David Palffy,Mass Grave Soldier (uncredited),ACTOR
207367,John Ward,TV Camera Operator (uncredited),ACTOR
1787928,David George,Parris Island Recruit and Vietnam Platoon,ACTOR
21108,Stanley Kubrick,,DIRECTOR
3748,Robert De Niro,David 'Noodles' Aaronson,ACTOR
12171,James Woods,Maximilian 'Max' Bercovicz,ACTOR
6756,Elizabeth McGovern,Deborah Gelly,ACTOR
9438,Joe Pesci,Frankie Monaldi,ACTOR
68563,Tuesday Weld,Carol,ACTOR
7749,Burt Young,Joe,ACTOR
16204,Treat Williams,James Conway O'Donnell,ACTOR
28073,Danny Aiello,Police Chief Vincent Aiello,ACTOR
14853,Richard Bright,Chicken Joe,ACTOR
80999,James Hayden,Patrick 'Patsy' Goldberg,ACTOR
24555,William Forsythe,Philip 'Cockeye' Stein,ACTOR
30008,Darlanne Fluegel,Eve,ACTOR
81000,Larry Rapp,Fat' Moe Gelly,ACTOR
27089,Olga Karlatos,Woman in the Puppet Theatre,ACTOR
81005,Frank Gio,Beefy,ACTOR
1575,Jennifer Connelly,Young Deborah,ACTOR
81001,Scott Schutzman Tiler,Young Noodles,ACTOR
60657,Rusty Jacobs,Young Max / David Bailey,ACTOR
22241,Brian Bloom,Young Patsy,ACTOR
81004,Mike Monetti,Young 'Fat' Moe Gelly,ACTOR
81002,Adrian Curran,Young Cockeye,ACTOR
712557,Julie Cohen,Young Peggy,ACTOR
81003,Noah Moazezi,Dominic,ACTOR
5750,James Russo,Bugsy,ACTOR
9470,Clem Caserta,Al Capuano,ACTOR
81007,Frank Sisto,Fred Capuano,ACTOR
30012,Jerry Strivelli,Johnny Capuano,ACTOR
81008,Mike Gendel,Irving Gold,ACTOR
81009,Sandra Solberg,Friend of Young Deborah,ACTOR
81006,Margherita Pace,Young Deborah (Double),ACTOR
5684,Paul Herman,Monkey,ACTOR
111590,Bruno Iannone,Thug,ACTOR
61606,Bruno Bilotta,Chinese Theater Spectator (uncredited),ACTOR
29073,Ray Dittrich,Trigger,ACTOR
11550,Richard Foronjy,Officer Whitey,ACTOR
20581,Mario Brega,Mandy,ACTOR
752070,Angelo Florio,Willie the Ape,ACTOR
5940,Marcia Jean Kurtz,Max's Mother,ACTOR
821438,Gerard Murphy,Crowning,ACTOR
112286,Dutch Miller,Van Linden,ACTOR
17817,Robert Harper,Sharkey,ACTOR
302112,Amy Ryder,Peggy,ACTOR
476911,Karen Shallo,Mrs. Aiello,ACTOR
1341561,Frankie Caserta,Bugsy's Gang,ACTOR
1341749,Joey Marzella,Bugsy's Gang,ACTOR
298686,Marvin Scott,Interviewer,ACTOR
1341620,Ann Neville,Girl in Coffin,ACTOR
551078,Joey Faye,Adorable Old Man,ACTOR
1341629,Linda Ipanema,Nurse Thompson,ACTOR
116852,Tandy Cronyn,Reporter 1,ACTOR
469888,Richard Zobel,Reporter 2,ACTOR
17146,Baxter Harris,Reporter 3,ACTOR
1594,Arnon Milchan,Chauffeur,ACTOR
1341752,Marty Licata,Cemetery Caretaker,ACTOR
6642,Estelle Harris,Peggy's Mother,ACTOR
1341618,Gerritt Debeer,Drunk,ACTOR
1030723,Alexander Godfrey,Newstand Man,ACTOR
1419294,Cliff Cudney,Mounted Policeman,ACTOR
1341539,Paul Farentino,2nd Mounted Policeman,ACTOR
924004,Bruce Bahrenburg,Sgt. P. Halloran,ACTOR
1341479,Mort Freeman,Street Singer,ACTOR
1341416,Massimo Liti,Young Macrò,ACTOR
1341637,Jay Zeely,Foreman,ACTOR
47416,Salvatore Billa,One of Beefy's Thugs (uncredited),ACTOR
1341643,Greg Anthony,Bar Room Patron (uncredited),ACTOR
94114,Scott Coffey,Bugsy's Gang (uncredited),ACTOR
1341529,Matteo Cafiso,Boy in Park (uncredited),ACTOR
1341460,Nunzio Giuliani,Speakeasy Drum Player (uncredited),ACTOR
1341491,Nelson Camp,Newspaper Salesman (uncredited),ACTOR
1341417,Dario Iori,Speakeasy Banjo Player (uncredited),ACTOR
1341484,Ole Jorgensen,Speakeasy Percussionist (uncredited),ACTOR
434738,Francesca Leone,David Bailey's Girlfriend (uncredited),ACTOR
1341412,Chuck Low,Deborah Gelly's Father (uncredited),ACTOR
469679,Ron Nummi,Waiter (uncredited),ACTOR
1341712,Ryan Paris,Speakeasy Patron (uncredited),ACTOR
1341601,Nicola Roberto,Speakeasy Trumpet Player (uncredited),ACTOR
543125,Gianni Sanjust,Speakeasy Clarinet Player (uncredited),ACTOR
488781,Alex Serra,Speakeasy Vocalist (uncredited),ACTOR
551439,Susan Spafford,Nurse (uncredited),ACTOR
120119,Mark Frazer,Pimp (uncredited),ACTOR
506691,Maria Pia Monicelli,Prostitute (uncredited),ACTOR
7205,Louise Fletcher,Riverdale Cemetery Director (uncredited),ACTOR
81010,Claudio Mancini,Syndacalist (uncredited),ACTOR
37242,Sergio Leone,,DIRECTOR
5455,Billy Crystal,Harry Burns,ACTOR
20759,Meg Ryan,Sally Albright,ACTOR
1990,Carrie Fisher,Marie,ACTOR
10428,Bruno Kirby,Jess,ACTOR
20760,Steven Ford,Joe,ACTOR
20761,Lisa Jane Persky,Alice,ACTOR
20762,Michelle Nicastro,Amanda,ACTOR
20763,Gretchen Palmer,Stewardess,ACTOR
20764,Robert Alan Beuth,Man on Aisle,ACTOR
20765,David Burdick,9 Year Old Boy,ACTOR
20766,Joe Viviani,Judge,ACTOR
193,Harley Jane Kozak,Helen,ACTOR
20767,Joseph Hunt,Waiter at Wedding,ACTOR
20768,Kevin Rooney,Ira,ACTOR
20769,Franc Luz,Julian,ACTOR
4372,Tracy Reiner,Emily,ACTOR
28497,Kyle T. Heffner,Gary,ACTOR
1379831,Kimberley LaMarque,Waitress,ACTOR
1542517,Stacey Katzin,Hostess,ACTOR
511536,Estelle Reiner,Older Woman Customer,ACTOR
1426149,John Arceri,Christmas Tree Salesman,ACTOR
14912,Connie Sawyer,Documentary Couple,ACTOR
1542521,Kuno Sponholz,Documentary Couple,ACTOR
64874,Katherine Squire,Documentary Couple,ACTOR
527062,Frances Chaney,Documentary Couple,ACTOR
1685004,Bernie Hern,Documentary Couple,ACTOR
1542527,Rose Wright,Documentary Couple,ACTOR
1542221,Aldo Rossi,Documentary Couple,ACTOR
10953,Dona Hardy,Documentary Couple,ACTOR
482193,Peter Pan,Documentary Couple,ACTOR
449834,Jane Chung,Documentary Couple,ACTOR
441178,Bob Ader,Tap Dancer (uncredited),ACTOR
753907,Jeff Dlugolecki,College Student (uncredited),ACTOR
190530,Nicholas Glaeser,Waiter (uncredited),ACTOR
1180233,Randy James,Diner Patron (uncredited),ACTOR
1039530,Stanley Moore,Truck Driver (uncredited),ACTOR
41501,Larry Sherman,Dinner (uncredited),ACTOR
810433,Marilyn Spanier,Tap Dancer (uncredited),ACTOR
44401,John Speredakos,New Year's Partygoer (uncredited),ACTOR
1060145,Terry Vaughan,Giants Fan (uncredited),ACTOR
7139,Anthony Welch,Restaurant Patron (uncredited),ACTOR
224,Rob Reiner,,DIRECTOR
7974,Heather Langenkamp,Nancy Thompson,ACTOR
26005,Robert Englund,Freddy Krueger,ACTOR
30790,John Saxon,Lieutenant Thompson,ACTOR
82353,Ronee Blakley,Marge Thompson,ACTOR
19401,Amanda Wyss,Tina Gray,ACTOR
20498,Jsu Garcia,Rod Lane,ACTOR
3381,Johnny Depp,Glen Lantz,ACTOR
8318,Charles Fleischer,Dr. King,ACTOR
65257,Joseph Whipp,Sgt. Parker,ACTOR
12578,Lin Shaye,Teacher,ACTOR
55093,Joe Unger,Sergeant Garcia,ACTOR
82354,Mimi Craven,Nurse,ACTOR
491162,Jack Shea,Minister,ACTOR
218261,Ed Call,Mr. Lantz,ACTOR
598497,Sandy Lipton,Mrs. Lantz,ACTOR
2937,David Andrews,Foreman,ACTOR
4016,Jeff Levine,Coroner,ACTOR
598520,Donna Woodrum,Mrs. Gray,ACTOR
48112,Shashawnee Hall,Cop #1,ACTOR
598532,Carol Pritikin,Cop #2,ACTOR
598531,Brian Reise,Cop #3,ACTOR
34763,Ash Adams,Surfer #1,ACTOR
432769,Don Hannah,Surfer #2,ACTOR
128985,Leslie Hoffman,Hallguard,ACTOR
598521,Paul Grenier,Mrs. Gray's Boyfriend,ACTOR
598766,Kathi Gibbs,Kid (uncredited),ACTOR
70609,Chris Tashima,Kid (uncredited),ACTOR
598767,Antonia Yannouli,Kid (uncredited),ACTOR
1110624,John Richard Petersen,Kid in Classroom (uncredited),ACTOR
10824,Robert Shaye,"Newsreader / KRGR Radio Announcer (voice, uncredited)",ACTOR
925,Wes Craven,,DIRECTOR
7645,Sally Field,M'Lynn Eatenton,ACTOR
22878,Dolly Parton,Truvy Jones,ACTOR
17566,Shirley MacLaine,Ouiser Boudreaux,ACTOR
5525,Daryl Hannah,Annelle Dupuy,ACTOR
21913,Olympia Dukakis,Clairee Belcher,ACTOR
6303,Julia Roberts,Shelby Eatenton Latcherie,ACTOR
14659,Tom Skerritt,Drum Eatenton,ACTOR
4400,Sam Shepard,Spud Jones,ACTOR
934,Dylan McDermott,Jackson Latcherie,ACTOR
6903,Kevin J. O'Connor,Sammy Desoto,ACTOR
48125,Bill McCutcheon,Owen Jenkins,ACTOR
48126,Ann Wedgeworth,Aunt Fern,ACTOR
48127,Knowl Johnson,Tommy Eatenton,ACTOR
48128,Jonathan Ward,Jonathan Eatenton,ACTOR
30589,Bibi Besch,Belle Marmillion,ACTOR
19277,Janine Turner,Nancy Beth Marmillion,ACTOR
175216,James Wlcek,Marshall Marmillion,ACTOR
2281835,Ronald Young,Drew Marmillion,ACTOR
24206,Nancy Parsons,Janice Van Meter,ACTOR
606929,Robert Ginnaven,Mayor Van Meter,ACTOR
32447,Tom Hodges,Louie Jones,ACTOR
83296,Rick Hurst,Bark Boone,ACTOR
47995,Robert Harling,Minister,ACTOR
2282001,Clara Gabrielle,"Jack, Jr. (1 Year Old)",ACTOR
2282047,Daniel Camp,"Jack, Jr. (3 Years Old)",ACTOR
2282054,Lori Tate,"Mrs. Latcherie, Sr.",ACTOR
2282129,Robert Adams,Dr. Judd,ACTOR
3343,Carol Sutton,Nurse Pam,ACTOR
2281772,Aja Sansone,Monique,ACTOR
2281992,Rodney Alan Fulton,Bobby Ray Ross,ACTOR
2197682,Spencer Henderson,Dancing Couple,ACTOR
2282038,Sandra Asbury-Johnson,Dancing Couple,ACTOR
2281768,Gale J. Odom,Church Singer,ACTOR
2282064,Betsy Widhalm,Church Organist,ACTOR
2281871,Oscar J. Bienvenu Jr.,Doctor,ACTOR
2281960,Teresa Beaudion,Receptionist,ACTOR
2282068,Gladys Mallard,Nurse,ACTOR
2281964,Betty J. Dove,Nurse,ACTOR
2281853,Travis Harrison,Delivery Boy,ACTOR
2281925,James Shapkoff III,Delivery Man,ACTOR
2281910,Walker May,Newspaper Boy,ACTOR
2281995,Robert R. Morgan,Cook,ACTOR
2281967,Roger D. McCann,Cook's Helper,ACTOR
2281803,Debbie McCann,Cook's Helper,ACTOR
1336625,Trent Dawson,Choir Member (uncredited),ACTOR
45795,Herbert Ross,,DIRECTOR
19841,Steve Guttenberg,Cadet Carey Mahoney,ACTOR
19022,Kim Cattrall,Cadet Karen Thompson,ACTOR
19843,G.W. Bailey,Lt. Thaddeus Harris,ACTOR
27036,Bubba Smith,Cadet Moses Hightower,ACTOR
11350,Donovan Scott,Cadet Leslie Barbara,ACTOR
27037,George Gaynes,Cmndt. Eric Lassard,ACTOR
27038,Andrew Rubin,Cadet George Martín,ACTOR
27039,David Graf,Cadet Eugene Tackleberry,ACTOR
24556,Leslie Easterbrook,Sgt. Debbie Callahan,ACTOR
14330,Michael Winslow,Cadet Larvelle Jones,ACTOR
27040,Debralee Scott,Mrs. Fackler,ACTOR
27041,Bruce Mahler,Cadet Douglas Fackler,ACTOR
27042,Ted Ross,Capt. Reed,ACTOR
19400,Scott Thomson,Cadet Chad Copeland,ACTOR
27043,Brant von Hoffman,Cadet Kyle Blankes,ACTOR
27044,Marion Ramsey,Laverne Hooks,ACTOR
27045,Roger Dunn,Booking Sergeant,ACTOR
593832,Joyce Gordon,Mrs. Thompson,ACTOR
239530,Georgina Spelvin,Hooker,ACTOR
27046,Hugh Wilson,Angry Driver (uncredited),ACTOR
78986,T.J. Scott,Tough (Uncredited),ACTOR
32739,John Sampson,Prisoner (uncredited),ACTOR
287829,Dar Robinson,Menacing Thug in Plaid (uncredited),ACTOR
52675,Kay Hawtrey,Surprise Party Lady (uncredited),ACTOR
7277,John Hawkes,Driver of Teskey Truck (uncredited),ACTOR
12559,Charles W. Gray,Weird Waiter (uncredited),ACTOR
1337008,Suzanne Barker,Martín's Lady,ACTOR
47836,Dwayne McLean,Bar Patron,ACTOR
180941,Danny Lima,Bar Patron,ACTOR
704844,Danny Pawlick,Pool Hall Man,ACTOR
87590,Bob Collins,Drill Instructor,ACTOR
937469,Gene Mack,Street Thug,ACTOR
82846,Gino Marrocco,Arresting Cop,ACTOR
462221,David Clement,Officer,ACTOR
23591,J. Winston Carroll,Officer,ACTOR
1018831,Wally Bondarenko,Officer,ACTOR
1115512,F. Braun McAsh,Tough,ACTOR
93112,Marco Bianco,Tough,ACTOR
714126,Fred Brigham,Street Punk,ACTOR
66962,James Bearden,Driver,ACTOR
19734,Gary Farmer,Sidewalk Store Owner,ACTOR
1230698,Barry Greene,Cadet with Hat,ACTOR
1127480,Araby Lockhart,Mrs. Lassard,ACTOR
1031025,Beth Amos,Little Old Lady,ACTOR
17457,Bruce McFee,Supply Clerk,ACTOR
25205,Michael J. Reynolds,Office Executive,ACTOR
1944,Don Lake,Mr. Wig,ACTOR
74078,George R. Robertson,Chief Hurnst,ACTOR
26821,Doug Lennox,Main Bad Guy,ACTOR
450733,Wink Roberts,Rope Climbing Cadet in Gym (uncredited),ACTOR
27046,Hugh Wilson,,DIRECTOR
19492,Keith Gordon,Arnie Cunningham,ACTOR
11098,John Stockwell,Dennis Guilder,ACTOR
65605,Alexandra Paul,Leigh Cabot,ACTOR
7650,Robert Prosky,Will Darnell,ACTOR
7912,Harry Dean Stanton,Rudolph Junkins,ACTOR
91964,Christine Belford,Regina Cunningham,ACTOR
12079,Roberts Blossom,George LeBay,ACTOR
91965,William Ostrander,Buddy Repperton,ACTOR
91966,David Spielberg,Mr. Casey,ACTOR
589836,Malcolm Danare,Moochie Welch,ACTOR
8415,Steven Tash,Richard Trelawney,ACTOR
36356,Stuart Charno,Don Vandenberg,ACTOR
12407,Kelly Preston,Roseanne,ACTOR
91968,Marc Poppel,Chuck,ACTOR
91969,Robert Darnell,Michael Cunningham,ACTOR
508760,Douglas Warhit,Bemis,ACTOR
83079,Richard Collier,Pepper Boyd,ACTOR
27960,Bruce French,Mr. Smith,ACTOR
499486,Keri Montgomery,Ellie,ACTOR
529459,Jan Burrell,Librarian,ACTOR
2051448,Charles Steak,Shoppie,ACTOR
38313,Art Evans,Auto Assembly Worker (uncredited),ACTOR
1110624,John Richard Petersen,High School Student (uncredited),ACTOR
12968,John Carpenter,,DIRECTOR
8464,David Hasselhoff,Michael Knight,ACTOR
63898,Edward Mulhare,Devon Miles,ACTOR
30068,William Daniels,K.I.T.T. (voice),ACTOR
90786,Patricia McPherson,Bonnie Barstow,ACTOR
90788,Peter Parros,RC3,ACTOR
1381431,Rachael Louise Miller,,ACTOR
49815,Mark-Paul Gosselaar,Zack Morris,ACTOR
201,Mario López,A.C. Slater,ACTOR
53237,Dustin Diamond,Samuel 'Screech' Powers,ACTOR
66271,Lark Voorhies,Lisa Turtle,ACTOR
81048,Dennis Haskins,Richard Belding,ACTOR
3748,Robert De Niro,Leonard Lowe,ACTOR
